shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
newt_all,42.33614,-71.19263,163
newt_all,42.33608,-71.19308,164
newt_all,42.336,-71.19336,165
newt_all,42.33608,-71.19335,166
newt_all,42.33622,-71.19331,167
newt_all,42.33719,-71.19317,168
newt_all,42.33947,-71.19282,169
newt_all,42.34081,-71.1926,170
newt_all,42.341,-71.19254,171
newt_all,42.34118,-71.19245,172
newt_all,42.34133,-71.19236,173
newt_all,42.34149,-71.19222,174
newt_all,42.34177,-71.19193,175
newt_all,42.34205,-71.19242,176
newt_all,42.34213,-71.19251,177
newt_all,42.34228,-71.19269,178
newt_all,42.34234,-71.19284,179
newt_all,42.34241,-71.19309,180
newt_all,42.34251,-71.19303,181
newt_all,42.34264,-71.19302,182
newt_all,42.34278,-71.19296,183
newt_all,42.34294,-71.19284,184
newt_all,42.34345,-71.19264,185
newt_all,42.34357,-71.19258,186
newt_all,42.34361,-71.19304,187
newt_all,42.34356,-71.19348,188
newt_all,42.34351,-71.194,189
newt_all,42.34352,-71.19421,190
newt_all,42.34362,-71.19463,191
newt_all,42.34369,-71.19484,192
newt_all,42.34379,-71.1951,193
newt_all,42.34349,-71.19524,194
newt_all,42.34287,-71.19547,195
newt_all,42.34283,-71.19548,196
newt_all,42.34281,-71.19553,197
newt_all,42.34279,-71.19572,198
newt_all,42.34276,-71.19576,199
newt_all,42.34269,-71.19577,200
newt_all,42.34262,-71.19577,201
newt_all,42.34228,-71.1957,202
newt_all,42.3421,-71.19574,203
newt_all,42.34187,-71.19581,204
newt_all,42.34176,-71.19575,205
newt_all,42.3417,-71.1958,206
newt_all,42.34162,-71.19577,207
newt_all,42.34158,-71.19569,208
newt_all,42.34159,-71.1956,209
newt_all,42.34154,-71.19548,210
newt_all,42.34147,-71.19549,211
newt_all,42.34138,-71.19547,212
newt_all,42.34134,-71.19542,213
newt_all,42.34126,-71.19483,214
newt_all,42.34117,-71.19424,215
newt_all,42.34116,-71.19391,216
newt_all,42.34116,-71.19389,217
